,city,country,subcountry,geonameid
19681,славутич,ukraine,kiev,6930327
19682,yuzhnoukrains'k,ukraine,mykolaiv,7525990
19683,novoyavorivs'k,ukraine,lviv,8468760
19684,yumbe,uganda,northern region,225835
19685,wobulenzi,uganda,central region,225858
19686,wakiso,uganda,central region,225964
19687,tororo,uganda,eastern region,226110
19688,soroti,uganda,eastern region,226234
19689,pallisa,uganda,eastern region,226823
19690,paidha,uganda,northern region,226853
19691,nyachera,uganda,western region,227528
19692,ntungamo,uganda,western region,227592
19693,ntungamo,uganda,western region,227593
19694,njeru,uganda,central region,227812
19695,nebbi,uganda,northern region,227904
19696,namasuba,uganda,central region,228227
19697,mukono,uganda,central region,228853
19698,mubende,uganda,central region,228971
19699,moyo,uganda,northern region,229059
19700,mityana,uganda,central region,229139
19701,mbarara,uganda,western region,229268
19702,mbale,uganda,eastern region,229278
19703,masindi,uganda,western region,229362
19704,masaka,uganda,central region,229380
19705,luwero,uganda,central region,229746
19706,lugazi,uganda,central region,229911
19707,lira,uganda,northern region,230166
19708,kyenjojo,uganda,western region,230299
19709,kotido,uganda,northern region,230617
19710,kitgum,uganda,northern region,230893
19711,kireka,uganda,central region,231139
19712,kayunga,uganda,central region,231696
19713,kasese,uganda,western region,232066
19714,kamwenge,uganda,western region,232371
19715,kampala,uganda,central region,232422
19716,kabale,uganda,western region,233070
19717,jinja,uganda,eastern region,233114
19718,iganga,uganda,eastern region,233275
19719,hoima,uganda,western region,233312
19720,gulu,uganda,northern region,233346
19721,fort portal,uganda,western region,233476
19722,entebbe,uganda,central region,233508
19723,bwizibwera,uganda,western region,233730
19724,buwenge,uganda,eastern region,233886
19725,busia,uganda,eastern region,234077
19726,busembatia,uganda,eastern region,234092
19727,bundibugyo,uganda,western region,234178
19728,bugiri,uganda,eastern region,234565
19729,arua,uganda,northern region,235039
19730,adjumani,uganda,northern region,235489
19731,fort hunt,united states,virginia,4046704
19732,bessemer,united states,alabama,4048023
19733,paducah,united states,kentucky,4048662
19734,birmingham,united states,alabama,4049979
19735,center point,united states,alabama,4054378
19736,daphne,united states,alabama,4058219
19737,decatur,united states,alabama,4058553
19738,dothan,united states,alabama,4059102
19739,east florence,united states,alabama,4059870
19740,enterprise,united states,alabama,4060791
19741,fairhope,united states,alabama,4061234
19742,florence,united states,alabama,4062577
19743,gadsden,united states,alabama,4063619
19744,helena,united states,alabama,4066811
19745,homewood,united states,alabama,4067927
19746,hoover,united states,alabama,4067994
19747,hueytown,united states,alabama,4068446
19748,huntsville,united states,alabama,4068590
19749,madison,united states,alabama,4074267
19750,mobile,united states,alabama,4076598
19751,montgomery,united states,alabama,4076784
19752,mountain brook,united states,alabama,4078646
19753,northport,united states,alabama,4080555
19754,opelika,united states,alabama,4081644
19755,oxford,united states,alabama,4081914
19756,pelham,united states,alabama,4082569
19757,phenix city,united states,alabama,4082866
19758,prattville,united states,alabama,4084796
19759,prichard,united states,alabama,4084888
19760,selma,united states,alabama,4089114
19761,talladega,united states,alabama,4092788
19762,tillmans corner,united states,alabama,4093753
19763,troy,united states,alabama,4094163
19764,trussville,united states,alabama,4094212
19765,tuscaloosa,united states,alabama,4094455
19766,vestavia hills,united states,alabama,4095415
19767,bella vista,united states,arkansas,4101114
19768,benton,united states,arkansas,4101241
19769,bentonville,united states,arkansas,4101260
19770,blytheville,united states,arkansas,4102412
19771,bryant,united states,arkansas,4103448
19772,cabot,united states,arkansas,4103957
19773,conway,united states,arkansas,4106458
19774,el dorado,united states,arkansas,4109785
19775,fayetteville,united states,arkansas,4110486
19776,forrest city,united states,arkansas,4111382
19777,fort smith,united states,arkansas,4111410
19778,hot springs,united states,arkansas,4115412
19779,jacksonville,united states,arkansas,4116315
19780,jonesboro,united states,arkansas,4116834
19781,little rock,united states,arkansas,4119403
19782,maumelle,united states,arkansas,4120792
19783,north little rock,united states,arkansas,4124112
19784,paragould,united states,arkansas,4125388
19785,pine bluff,united states,arkansas,4126226
19786,rogers,united states,arkansas,4128894
19787,russellville,united states,arkansas,4129397
19788,searcy,united states,arkansas,4130430
19789,siloam springs,united states,arkansas,4131116
19790,springdale,united states,arkansas,4132093
19791,texarkana,united states,arkansas,4133367
19792,van buren,united states,arkansas,4134716
19793,west memphis,united states,arkansas,4135865
19794,"washington, d.c.",united states,"washington, d.c.",4140963
19795,bear,united states,delaware,4141363
19796,dover,united states,delaware,4142290
19797,middletown,united states,delaware,4143637
19798,newark,united states,delaware,4143861
19799,wilmington,united states,delaware,4145381
19800,allapattah,united states,florida,4145805
19801,altamonte springs,united states,florida,4145941
19802,apopka,united states,florida,4146166
19803,aventura,united states,florida,4146429
19804,bartow,united states,florida,4146723
19805,bayonet point,united states,florida,4146901
19806,bayshore gardens,united states,florida,4146934
19807,belle glade,united states,florida,4147241
19808,bellview,united states,florida,4147290
19809,bloomingdale,united states,florida,4148207
19810,boca del mar,united states,florida,4148399
19811,boca raton,united states,florida,4148411
19812,bonita springs,united states,florida,4148533
19813,boynton beach,united states,florida,4148677
19814,bradenton,united states,florida,4148708
19815,brandon,united states,florida,4148757
19816,brent,united states,florida,4148803
19817,brownsville,united states,florida,4149077
19818,buenaventura lakes,united states,florida,4149269
19819,cantonment,united states,florida,4149956
19820,cape coral,united states,florida,4149962
19821,carol city,united states,florida,4150066
19822,carrollwood,united states,florida,4150115
19823,carrollwood village,united states,florida,4150118
19824,casselberry,united states,florida,4150190
19825,citrus park,united states,florida,4151157
19826,clearwater,united states,florida,4151316
19827,clermont,united states,florida,4151352
19828,cocoa,united states,florida,4151440
19829,coconut creek,united states,florida,4151455
19830,coconut grove,united states,florida,4151460
19831,cooper city,united states,florida,4151824
19832,coral gables,united states,florida,4151871
19833,coral springs,united states,florida,4151909
19834,coral terrace,united states,florida,4151921
19835,country walk,united states,florida,4152064
19836,country club,united states,florida,4152093
19837,crestview,united states,florida,4152311
19838,cutler,united states,florida,4152564
19839,cutler ridge,united states,florida,4152574
19840,dania beach,united states,florida,4152772
19841,davie,united states,florida,4152820
19842,daytona beach,united states,florida,4152872
19843,deland,united states,florida,4152890
19844,debary,united states,florida,4152926
19845,deerfield beach,united states,florida,4153071
19846,delray beach,united states,florida,4153132
19847,deltona,united states,florida,4153146
19848,doral,united states,florida,4153471
19849,dunedin,united states,florida,4153759
19850,east lake,united states,florida,4154008
19851,east pensacola heights,united states,florida,4154047
19852,edgewater,united states,florida,4154205
19853,egypt lake-leto,united states,florida,4154280
19854,ensley,united states,florida,4154489
19855,estero,united states,florida,4154568
19856,eustis,united states,florida,4154606
19857,ferry pass,united states,florida,4155017
19858,flagami,united states,florida,4155529
19859,florida ridge,united states,florida,4155726
19860,fort lauderdale,united states,florida,4155966
19861,fort myers,united states,florida,4155995
19862,fort pierce,united states,florida,4156018
19863,fort walton beach,united states,florida,4156042
19864,fountainebleau,united states,florida,4156091
19865,fruit cove,united states,florida,4156331
19866,gainesville,united states,florida,4156404
19867,glenvar heights,united states,florida,4156857
19868,golden gate,united states,florida,4156920
19869,golden glades,united states,florida,4156931
19870,greenacres city,united states,florida,4157467
19871,haines city,united states,florida,4157827
19872,hallandale beach,united states,florida,4157898
19873,hialeah,united states,florida,4158476
19874,hialeah gardens,united states,florida,4158482
19875,holiday,united states,florida,4158865
19876,hollywood,united states,florida,4158928
19877,homestead,united states,florida,4159050
19878,immokalee,united states,florida,4159553
19879,iona,united states,florida,4159805
19880,ives estates,united states,florida,4159896
19881,jacksonville,united states,florida,4160021
19882,jacksonville beach,united states,florida,4160023
19883,jasmine estates,united states,florida,4160100
19884,jupiter,united states,florida,4160610
19885,kendale lakes,united states,florida,4160705
19886,kendall,united states,florida,4160711
19887,key west,united states,florida,4160812
19888,keystone,united states,florida,4160822
19889,kissimmee,united states,florida,4160983
19890,lake butler,united states,florida,4161178
19891,lake magdalene,united states,florida,4161313
19892,lake worth,united states,florida,4161422
19893,lake worth corridor,united states,florida,4161424
19894,lakeland,united states,florida,4161438
19895,lakeside,united states,florida,4161461
19896,land o' lakes,united states,florida,4161534
19897,largo,united states,florida,4161580
19898,lauderdale lakes,united states,florida,4161616
19899,lauderhill,united states,florida,4161625
19900,lealman,united states,florida,4161705
19901,leesburg,united states,florida,4161771
19902,lehigh acres,united states,florida,4161785
19903,leisure city,united states,florida,4161797
19904,lutz,united states,florida,4163033
19905,lynn haven,united states,florida,4163049
19906,maitland,united states,florida,4163220
19907,margate,united states,florida,4163407
19908,meadow woods,united states,florida,4163918
19909,melbourne,united states,florida,4163971
19910,merritt island,united states,florida,4164092
19911,miami,united states,florida,4164138
19912,miami beach,united states,florida,4164143
19913,miami gardens,united states,florida,4164167
19914,miami lakes,united states,florida,4164186
19915,miramar,united states,florida,4164601
19916,myrtle grove,united states,florida,4165519
19917,naples,united states,florida,4165565
19918,navarre,united states,florida,4165637
19919,new smyrna beach,united states,florida,4165913
19920,norland,united states,florida,4166066
19921,north fort myers,united states,florida,4166195
19922,north lauderdale,united states,florida,4166222
19923,north miami,united states,florida,4166232
19924,north miami beach,united states,florida,4166233
19925,north port,united states,florida,4166274
19926,oak ridge,united states,florida,4166583
19927,oakland park,united states,florida,4166638
19928,ocala,united states,florida,4166673
19929,ocoee,united states,florida,4166776
19930,ojus,united states,florida,4166805
19931,opa-locka,united states,florida,4167003
19932,orlando,united states,florida,4167147
19933,ormond beach,united states,florida,4167178
19934,oviedo,united states,florida,4167348
19935,pace,united states,florida,4167424
19936,palm bay,united states,florida,4167499
19937,palm beach gardens,united states,florida,4167519
19938,palm city,united states,florida,4167536
19939,palm coast,united states,florida,4167538
19940,palm harbor,united states,florida,4167545
19941,palm springs,united states,florida,4167583
19942,palm valley,united states,florida,4167601
19943,palmetto bay,united states,florida,4167634
19944,panama city,united states,florida,4167694
19945,parkland,united states,florida,4167829
19946,pembroke pines,united states,florida,4168139
19947,pensacola,united states,florida,4168228
19948,pine hills,united states,florida,4168459
19949,pinecrest,united states,florida,4168590
19950,pinellas park,united states,florida,4168630
19951,pinewood,united states,florida,4168659
19952,plant city,united states,florida,4168773
19953,plantation,united states,florida,4168782
19954,poinciana,united states,florida,4168930
19955,pompano beach,united states,florida,4169014
19956,ponte vedra beach,united states,florida,4169060
19957,port charlotte,united states,florida,4169130
19958,port orange,united states,florida,4169156
19959,port saint lucie,united states,florida,4169171
19960,princeton,united states,florida,4169345
19961,punta gorda,united states,florida,4169452
19962,punta gorda isles,united states,florida,4169455
19963,richmond west,united states,florida,4170005
19964,riverview,united states,florida,4170156
19965,riviera beach,united states,florida,4170174
19966,rockledge,united states,florida,4170358
19967,royal palm beach,united states,florida,4170617
19968,ruskin,united states,florida,4170688
19969,safety harbor,united states,florida,4170797
19970,saint cloud,united states,florida,4170965
19971,saint petersburg,united states,florida,4171563
19972,san carlos park,united states,florida,4171782
19973,sanford,united states,florida,4172086
19974,sarasota,united states,florida,4172131
19975,sebastian,united states,florida,4172372
19976,seminole,united states,florida,4172434
19977,south bradenton,united states,florida,4173392
19978,south miami heights,united states,florida,4173497
19979,southchase,united states,florida,4173600
19980,spring hill,united states,florida,4173838
19981,stuart,united states,florida,4174201
19982,sun city center,united states,florida,4174317
19983,sunny isles beach,united states,florida,4174383
19984,sunrise,united states,florida,4174402
19985,sunset,united states,florida,4174425
19986,tallahassee,united states,florida,4174715
19987,tamarac,united states,florida,4174738
19988,tamiami,united states,florida,4174744
19989,tampa,united states,florida,4174757
19990,tarpon springs,united states,florida,4174855
19991,temple terrace,united states,florida,4174969
19992,the crossings,united states,florida,4175091
19993,the hammocks,united states,florida,4175117
19994,the villages,united states,florida,4175179
19995,three lakes,united states,florida,4175296
19996,titusville,united states,florida,4175437
19997,town 'n' country,united states,florida,4175538
19998,university park,united states,florida,4176217
19999,valrico,united states,florida,4176318
20000,venice,united states,florida,4176380
20001,vero beach,united states,florida,4176409
20002,wekiwa springs,united states,florida,4177671
20003,wellington,united states,florida,4177703
20004,wesley chapel,united states,florida,4177727
20005,westchase,united states,florida,4177779
20006,west little river,united states,florida,4177865
20007,west melbourne,united states,florida,4177872
20008,west palm beach,united states,florida,4177887
20009,west pensacola,united states,florida,4177908
20010,west and east lealman,united states,florida,4177960
20011,westchester,united states,florida,4177965
20012,weston,united states,florida,4178003
20013,winter garden,united states,florida,4178550
20014,winter haven,united states,florida,4178552
20015,winter park,united states,florida,4178560
20016,winter springs,united states,florida,4178573
20017,wright,united states,florida,4178775
20018,acworth,united states,georgia,4179074
20019,albany,united states,georgia,4179320
20020,alpharetta,united states,georgia,4179574
20021,americus,united states,georgia,4179667
20022,athens,united states,georgia,4180386
20023,atlanta,united states,georgia,4180439
20024,augusta,united states,georgia,4180531
20025,belvedere park,united states,georgia,4181936
20026,brookhaven,united states,georgia,4184530
20027,brunswick,united states,georgia,4184845
20028,calhoun,united states,georgia,4185657
20029,canton,united states,georgia,4186213
20030,carrollton,united states,georgia,4186416
20031,cartersville,united states,georgia,4186531
20032,columbus,united states,georgia,4188985
20033,conyers,united states,georgia,4189213
20034,dalton,united states,georgia,4190581
20035,decatur,united states,georgia,4191124
20036,douglasville,united states,georgia,4191955
20037,dublin,united states,georgia,4192205
20038,duluth,united states,georgia,4192289
20039,dunwoody,united states,georgia,4192375
20040,east point,united states,georgia,4192674
20041,evans,united states,georgia,4193699
20042,fayetteville,united states,georgia,4194474
20043,forest park,united states,georgia,4195701
20044,gainesville,united states,georgia,4196586
20045,griffin,united states,georgia,4198322
20046,hinesville,united states,georgia,4200671
20047,kennesaw,united states,georgia,4203696
20048,kingsland,united states,georgia,4204007
20049,la grange,united states,georgia,4204230
20050,lawrenceville,united states,georgia,4205196
20051,lithia springs,united states,georgia,4205885
20052,mableton,united states,georgia,4207226
20053,macon,united states,georgia,4207400
20054,marietta,united states,georgia,4207783
20055,martinez,united states,georgia,4207981
20056,mcdonough,united states,georgia,4208442
20057,milledgeville,united states,georgia,4209448
20058,newnan,united states,georgia,4212684
20059,north decatur,united states,georgia,4212992
20060,north druid hills,united states,georgia,4212995
20061,peachtree city,united states,georgia,4215110
20062,pooler,united states,georgia,4216948
20063,redan,united states,georgia,4218165
20064,riverdale,united states,georgia,4219001
20065,rome,united states,georgia,4219762
20066,roswell,united states,georgia,4219934
20067,st. marys,united states,georgia,4220629
20068,sandy springs,united states,georgia,4221333
20069,savannah,united states,georgia,4221552
20070,smyrna,united states,georgia,4223379
20071,snellville,united states,georgia,4223413
20072,statesboro,united states,georgia,4224413
20073,stockbridge,united states,georgia,4224681
20074,sugar hill,united states,georgia,4225039
20075,suwanee,united states,georgia,4225309
20076,thomasville,united states,georgia,4226348
20077,tifton,united states,georgia,4226552
20078,tucker,united states,georgia,4227213
20079,union city,united states,georgia,4227777
20080,valdosta,united states,georgia,4228147
20081,warner robins,united states,georgia,4229476
20082,wilmington island,united states,georgia,4231354
20083,woodstock,united states,georgia,4231874
20084,alton,united states,illinois,4232679
20085,belleville,united states,illinois,4233813
20086,cahokia,united states,illinois,4234969
20087,carbondale,united states,illinois,4235193
20088,charleston,united states,illinois,4235668
20089,collinsville,united states,illinois,4236191
20090,decatur,united states,illinois,4236895
20091,east saint louis,united states,illinois,4237579
20092,edwardsville,united states,illinois,4237717
20093,fairview heights,united states,illinois,4238132
20094,godfrey,united states,illinois,4239509
20095,granite city,united states,illinois,4239714
20096,jacksonville,united states,illinois,4241704
20097,marion,united states,illinois,4243899
20098,mattoon,united states,illinois,4244099
20099,mount vernon,united states,illinois,4245152
20100,o'fallon,united states,illinois,4245926
20101,quincy,united states,illinois,4247703
20102,springfield,united states,illinois,4250542
20103,upper alton,united states,illinois,4251841
20104,bloomington,united states,indiana,4254679
