,city,country,subcountry,geonameid
19034,akşehir,turkey,konya,324490
19035,aksaray,turkey,aksaray,324496
19036,akhisar,turkey,manisa,324698
19037,akdağmadeni,turkey,yozgat,324768
19038,akçakale,turkey,şanlıurfa,324944
19039,ahlat,turkey,bitlis,325103
19040,afyonkarahisar,turkey,afyonkarahisar,325303
19041,afşin,turkey,kahramanmaraş,325304
19042,adıyaman,turkey,adıyaman,325330
19043,adilcevaz,turkey,bitlis,325336
19044,adana,turkey,adana,325363
19045,denizciler,turkey,hatay,438400
19046,batikent,turkey,ankara,442301
19047,dalaman,turkey,muğla,447273
19048,zonguldak,turkey,zonguldak,737022
19049,zile,turkey,tokat,737054
19050,zeytinburnu,turkey,istanbul,737071
19051,yomra,turkey,trabzon,737421
19052,yenişehir,turkey,bursa,737611
19053,körfez,turkey,kocaeli,737961
19054,yalova,turkey,yalova,738025
19055,yakuplu,turkey,istanbul,738064
19056,vezirköprü,turkey,samsun,738167
19057,vakfıkebir,turkey,trabzon,738228
19058,uzunköprü,turkey,edirne,738251
19059,üsküdar,turkey,istanbul,738329
19060,ünye,turkey,ordu,738349
19061,umraniye,turkey,istanbul,738377
19062,turhal,turkey,tokat,738618
19063,trabzon,turkey,trabzon,738648
19064,tosya,turkey,kastamonu,738662
19065,tokat,turkey,tokat,738743
19066,tirebolu,turkey,giresun,738753
19067,terme,turkey,samsun,738803
19068,tepecik,turkey,istanbul,738858
19069,tekkeköy,turkey,samsun,738907
19070,tekirdağ,turkey,tekirdağ,738927
19071,taşova,turkey,amasya,739015
19072,taşköprü,turkey,kastamonu,739061
19073,suşehri,turkey,sivas,739209
19074,sürmene,turkey,trabzon,739215
19075,sungurlu,turkey,çorum,739236
19076,suluova,turkey,amasya,739251
19077,şişli,turkey,istanbul,739549
19078,sinop,turkey,sinop,739600
19079,silivri,turkey,istanbul,739634
19080,şebin karahisar,turkey,giresun,739914
19081,sarıkamış,turkey,kars,740088
19082,sapanca,turkey,sakarya,740230
19083,samsun,turkey,samsun,740264
19084,safranbolu,turkey,karabük,740430
19085,rize,turkey,rize,740483
19086,osmaneli,turkey,bilecik,740881
19087,osmancık,turkey,çorum,740883
19088,orhangazi,turkey,bursa,741045
19089,ordu,turkey,ordu,741100
19090,oltu,turkey,erzurum,741160
19091,of,turkey,trabzon,741240
19092,niksar,turkey,tokat,741304
19093,nallıhan,turkey,ankara,741347
19094,mustafakemalpaşa,turkey,bursa,741385
19095,mudanya,turkey,bursa,741487
19096,mimarsinan,turkey,istanbul,741529
19097,merzifon,turkey,amasya,741609
19098,maltepe,turkey,istanbul,741763
19099,malkara,turkey,tekirdağ,741771
19100,lüleburgaz,turkey,kırklareli,741855
19101,kumru,turkey,ordu,742238
19102,korgan,turkey,ordu,742658
19103,kocaali,turkey,sakarya,742902
19104,kızılcahamam,turkey,ankara,743051
19105,kırklareli,turkey,kırklareli,743166
19106,kestel,turkey,bursa,743404
19107,keşan,turkey,edirne,743439
19108,kelkit,turkey,gümüşhane,743537
19109,kazan,turkey,ankara,743615
19110,kavaklı,turkey,istanbul,743818
19111,kastamonu,turkey,kastamonu,743882
19112,kars,turkey,kars,743952
19113,karasu,turkey,sakarya,744093
19114,karamürsel,turkey,kocaeli,744168
19115,karacabey,turkey,bursa,744537
19116,karabük,turkey,karabük,744562
19117,kağızman,turkey,kars,744873
19118,i̇znik,turkey,bursa,745026
19119,i̇zmit,turkey,kocaeli,745028
19120,i̇stanbul,turkey,istanbul,745044
19121,i̇skilip,turkey,çorum,745076
19122,i̇negol,turkey,bursa,745169
19123,horasan,turkey,erzurum,745527
19124,hopa,turkey,artvin,745530
19125,hendek,turkey,sakarya,745664
19126,hayrabolu,turkey,tekirdağ,745697
19127,havza,turkey,samsun,745714
19128,gürsu,turkey,bursa,746232
19129,gürpınar,turkey,istanbul,746234
19130,gürgentepe,turkey,ordu,746252
19131,gumushkhane,turkey,gümüşhane,746425
19132,görele,turkey,giresun,746565
19133,gönen,turkey,balıkesir,746574
19134,gölcük,turkey,kocaeli,746666
19135,giresun,turkey,giresun,746881
19136,geyve,turkey,sakarya,746898
19137,gerede,turkey,bolu,746940
19138,gemlik,turkey,bursa,746958
19139,gelibolu,turkey,çanakkale province,746983
19140,gebze,turkey,kocaeli,747014
19141,ferizli,turkey,sakarya,747135
19142,fatsa,turkey,ordu,747155
19143,esenyurt,turkey,istanbul,747323
19144,esenler,turkey,istanbul,747340
19145,ereğli,turkey,zonguldak,747471
19146,erdek,turkey,balıkesir,747482
19147,erbaa,turkey,tokat,747489
19148,eminönü,turkey,istanbul,747538
19149,edirne,turkey,edirne,747712
19150,düzce,turkey,düzce,747764
19151,devrek,turkey,zonguldak,748167
19152,çubuk,turkey,ankara,748870
19153,çorum,turkey,çorum,748879
19154,çorlu,turkey,tekirdağ,748893
19155,çerkezköy,turkey,tekirdağ,749274
19156,çerkeş,turkey,çankırı,749279
19157,çayeli,turkey,rize,749502
19158,çaycuma,turkey,zonguldak,749508
19159,çatalca,turkey,istanbul,749644
19160,çarşamba,turkey,samsun,749704
19161,khanjarah,turkey,çankırı,749748
19162,çanakkale,turkey,çanakkale province,749780
19163,çan,turkey,çanakkale province,749795
19164,bursa,turkey,bursa,750269
19165,bulancak,turkey,giresun,750317
19166,boyabat,turkey,sinop,750468
19167,bolu,turkey,bolu,750516
19168,bilecik,turkey,bilecik,750598
19169,biga,turkey,çanakkale province,750605
19170,beypazarı,turkey,ankara,750637
19171,beşikdüzü,turkey,trabzon,750735
19172,bayburt,turkey,bayburt,750938
19173,bartın,turkey,bartın,751057
19174,bandırma,turkey,balıkesir,751077
19175,bağcılar,turkey,istanbul,751324
19176,bafra,turkey,samsun,751335
19177,babaeski,turkey,kırklareli,751371
19178,artvin,turkey,artvin,751817
19179,arsin,turkey,trabzon,751838
19180,arhavi,turkey,artvin,751931
19181,ardeşen,turkey,rize,751949
19182,ardahan,turkey,ardahan,751952
19183,araklı,turkey,trabzon,751971
19184,amasya,turkey,amasya,752015
19185,alaplı,turkey,zonguldak,752184
19186,alaca,turkey,çorum,752278
19187,akyazı,turkey,sakarya,752288
19188,akçakoca,turkey,düzce,752584
19189,akçaabat,turkey,trabzon,752627
19190,adapazarı,turkey,sakarya,752850
19191,espiye,turkey,giresun,831432
19192,merter keresteciler,turkey,istanbul,6354984
19193,güngören merter,turkey,istanbul,6354985
19194,turgutreis,turkey,muğla,6620290
19195,sarigerme,turkey,muğla,6692524
19196,ataşehir,turkey,istanbul,6947637
19197,başakşehir,turkey,istanbul,6947639
19198,beylikdüzü,turkey,istanbul,6947640
19199,büyükçekmece,turkey,istanbul,6947641
19200,çankaya,turkey,ankara,6955677
19201,bahçelievler,turkey,istanbul,7627067
19202,sultangazi,turkey,istanbul,7628416
19203,sultanbeyli,turkey,istanbul,7628419
19204,sancaktepe,turkey,istanbul,7628420
19205,karabağlar,turkey,i̇zmir,7701384
19206,muratpaşa,turkey,antalya,8074174
19207,tunapuna,trinidad and tobago,tunapuna/piarco,3573576
19208,scarborough,trinidad and tobago,tobago,3573703
19209,sangre grande,trinidad and tobago,sangre grande,3573732
19210,san fernando,trinidad and tobago,city of san fernando,3573738
19211,rio claro,trinidad and tobago,mayaro,3573840
19212,port of spain,trinidad and tobago,city of port of spain,3573890
19213,point fortin,trinidad and tobago,point fortin,3573899
19214,paradise,trinidad and tobago,tunapuna/piarco,3573989
19215,mon repos,trinidad and tobago,city of san fernando,3574116
19216,marabella,trinidad and tobago,city of san fernando,3574194
19217,laventille,trinidad and tobago,san juan/laventille,3574309
19218,chaguanas,trinidad and tobago,chaguanas,3574810
19219,arima,trinidad and tobago,borough of arima,3575051
19220,funafuti,tuvalu,funafuti,2110394
19221,douliu,taiwan,taiwan,1665196
19222,yujing,taiwan,taiwan,1665357
19223,taipei,taiwan,taipei,1668341
19224,tainan,taiwan,taiwan,1668355
19225,taichung,taiwan,taiwan,1668399
19226,daxi,taiwan,taiwan,1668467
19227,banqiao,taiwan,taipei,1670029
19228,puli,taiwan,taiwan,1670310
19229,nantou,taiwan,taiwan,1671566
19230,magong,taiwan,taiwan,1672228
19231,lugu,taiwan,taiwan,1672551
19232,kaohsiung,taiwan,kaohsiung,1673820
19233,yilan,taiwan,taiwan,1674199
19234,hualien city,taiwan,taiwan,1674504
19235,hsinchu,taiwan,taiwan,1675151
19236,hengchun,taiwan,taiwan,1676242
19237,jincheng,taiwan,fukien,1678008
19238,keelung,taiwan,taiwan,1678228
19239,taoyuan city,taiwan,taiwan,6696918
19240,taitung city,taiwan,taiwan,6949678
19241,zhongxing new village,taiwan,taiwan,7601921
19242,zanzibar,tanzania,zanzibar urban/west,148730
19243,wete,tanzania,pemba north,148842
19244,vwawa,tanzania,mbeya,148942
19245,vikindu,tanzania,pwani,148987
19246,uyovu,tanzania,geita,149027
19247,uvinza,tanzania,kigoma,149050
19248,ushirombo,tanzania,geita,149129
19249,usevia,tanzania,katavi,149132
19250,usagara,tanzania,mwanza,149151
19251,usa river,tanzania,arusha,149155
19252,urambo,tanzania,tabora,149172
19253,tunduma,tanzania,mbeya,149402
19254,tumbi,tanzania,tabora,149418
19255,tukuyu,tanzania,mbeya,149437
19256,tinde,tanzania,shinyanga,149512
19257,tarime,tanzania,mara,149581
19258,tanga,tanzania,tanga,149606
19259,tabora,tanzania,tabora,149658
19260,sumbawanga,tanzania,rukwa,149703
19261,songwa,tanzania,shinyanga,149775
19262,somanda,tanzania,simiyu,149792
19263,sokoni,tanzania,zanzibar central/south,149812
19264,sirari,tanzania,mara,149854
19265,singida,tanzania,singida,149879
19266,sikonge,tanzania,tabora,149929
19267,shinyanga,tanzania,shinyanga,150006
19268,shelui,tanzania,singida,150037
19269,sepuka,tanzania,singida,150099
19270,same,tanzania,kilimanjaro,150276
19271,rulenge,tanzania,kagera,150436
19272,rujewa,tanzania,mbeya,150453
19273,puma,tanzania,singida,150634
19274,old shinyanga,tanzania,shinyanga,150885
19275,nzega,tanzania,tabora,150930
19276,nyamuswa,tanzania,mara,151108
19277,nyalikungu,tanzania,simiyu,151211
19278,nyakabindi,tanzania,simiyu,151266
19279,nsunga,tanzania,kagera,151363
19280,nshamba,tanzania,kagera,151373
19281,njombe,tanzania,njombe,151479
19282,nguruka,tanzania,kigoma,151567
19283,ngudu,tanzania,mwanza,151599
19284,ngerengere,tanzania,morogoro,151678
19285,ngara,tanzania,kagera,151711
19286,nangwa,tanzania,manyara,151929
19287,namanyere,tanzania,rukwa,151986
19288,mwanza,tanzania,mwanza,152224
19289,mwadui,tanzania,shinyanga,152376
19290,mvomero,tanzania,pwani,152403
19291,musoma,tanzania,mara,152451
19292,muriti,tanzania,mara,152497
19293,mungaa,tanzania,singida,152546
19294,muheza,tanzania,tanga,152632
19295,mugumu,tanzania,mara,152663
19296,mtwango,tanzania,njombe,152718
19297,mto wa mbu,tanzania,arusha,152743
19298,mtinko,tanzania,singida,152781
19299,msowero,tanzania,morogoro,152933
19300,mpwapwa,tanzania,dodoma,153094
19301,mpanda,tanzania,katavi,153176
19302,moshi,tanzania,kilimanjaro,153209
19303,morogoro,tanzania,morogoro,153220
19304,mlowo,tanzania,mbeya,153352
19305,mlimba,tanzania,morogoro,153384
19306,mlangali,tanzania,njombe,153408
19307,mlandizi,tanzania,pwani,153412
19308,mlalo,tanzania,tanga,153423
19309,mkuranga,tanzania,pwani,153482
19310,mwandiga,tanzania,kigoma,153709
19311,misungwi,tanzania,mwanza,153759
19312,mikumi,tanzania,morogoro,153871
19313,mhango,tanzania,shinyanga,154002
19314,mgandu,tanzania,singida,154097
19315,mbuguni,tanzania,arusha,154321
19316,mbeya,tanzania,mbeya,154380
19317,mazinde,tanzania,tanga,154470
19318,matui,tanzania,tanga,154566
19319,matai,tanzania,rukwa,154638
19320,maswa,tanzania,simiyu,154648
19321,masumbwe,tanzania,geita,154654
19322,maramba,tanzania,tanga,154780
19323,malinyi,tanzania,morogoro,155016
19324,malampaka,tanzania,simiyu,155056
19325,makuyuni,tanzania,tanga,155076
19326,makumbako,tanzania,njombe,155101
19327,mahanje,tanzania,ruvuma,155285
19328,kihangara,tanzania,mwanza,155307
19329,magugu,tanzania,manyara,155310
19330,magomeni,tanzania,dar es salaam,155321
19331,magole,tanzania,morogoro,155334
19332,mafinga,tanzania,iringa,155405
19333,mabama,tanzania,tabora,155515
19334,lushoto,tanzania,tanga,155569
19335,lugoba,tanzania,pwani,155743
19336,liwale,tanzania,lindi,155921
19337,lembeni,tanzania,kilimanjaro,156025
19338,lalago,tanzania,simiyu,156080
19339,laela,tanzania,rukwa,156098
19340,kyela,tanzania,mbeya,156111
19341,kondoa,tanzania,dodoma,156510
19342,kiwira,tanzania,mbeya,156627
19343,kishapu,tanzania,shinyanga,156963
19344,kisesa,tanzania,simiyu,156974
19345,kirando,tanzania,rukwa,157107
19346,kiomboi,tanzania,singida,157198
19347,kingori,tanzania,arusha,157268
19348,kilosa,tanzania,morogoro,157403
19349,kigoma,tanzania,kigoma,157738
19350,kidodi,tanzania,morogoro,157826
19351,kidatu,tanzania,morogoro,157863
19352,kibondo,tanzania,kigoma,157960
19353,kibiti,tanzania,pwani,157977
19354,kibara,tanzania,mara,158016
19355,kibakwe,tanzania,dodoma,158024
19356,kibaha,tanzania,pwani,158027
19357,katumba,tanzania,mbeya,158151
19358,katoro,tanzania,geita,158160
19359,katerero,tanzania,kagera,158179
19360,kasulu,tanzania,kigoma,158214
19361,kasamwa,tanzania,geita,158289
19362,kiratu,tanzania,arusha,158324
19363,kamachumu,tanzania,kagera,158492
19364,kakonko,tanzania,kigoma,158563
19365,kahama,tanzania,shinyanga,158597
19366,kabanga,tanzania,kagera,158684
19367,izazi,tanzania,iringa,158825
19368,itigi,tanzania,singida,158904
19369,isaka,tanzania,shinyanga,159045
19370,iringa,tanzania,iringa,159071
19371,ipinda,tanzania,mbeya,159107
19372,ilula,tanzania,iringa,159179
19373,ilongero,tanzania,singida,159186
19374,ilembula,tanzania,njombe,159218
19375,ikungi,tanzania,singida,159267
19376,igurusi,tanzania,mbeya,159380
19377,igunga,tanzania,tabora,159386
19378,igugunu,tanzania,singida,159398
19379,ifakara,tanzania,morogoro,159492
19380,hedaru,tanzania,kilimanjaro,159647
19381,geita,tanzania,geita,159908
19382,geiro,tanzania,morogoro,159909
19383,galappo,tanzania,manyara,159951
19384,dongobesh,tanzania,manyara,160172
19385,dodoma,tanzania,dodoma,160196
19386,dar es salaam,tanzania,dar es salaam,160263
19387,dareda,tanzania,manyara,160266
19388,chimala,tanzania,mbeya,160464
19389,chato,tanzania,geita,160552
19390,chanika,tanzania,tanga,160592
19391,chalinze,tanzania,pwani,160660
19392,chala,tanzania,rukwa,160670
19393,chake chake,tanzania,pemba south,160677
19394,butiama,tanzania,mara,160798
19395,buseresere,tanzania,geita,160833
19396,bungu,tanzania,pwani,160877
19397,bunda,tanzania,mara,160892
19398,bukoba,tanzania,kagera,160961
19399,bugarama,tanzania,kagera,161023
19400,biharamulo,tanzania,kagera,161154
19401,basotu,tanzania,manyara,161197
19402,bashanet,tanzania,manyara,161204
19403,bariadi,tanzania,simiyu,161218
19404,bagamoyo,tanzania,pwani,161290
19405,babati,tanzania,manyara,161312
19406,arusha,tanzania,arusha,161325
19407,tingi,tanzania,ruvuma,877384
19408,tandahimba,tanzania,mtwara,877391
19409,songea,tanzania,ruvuma,877401
19410,nyangao,tanzania,lindi,877471
19411,newala kisimani,tanzania,mtwara,877532
19412,nanyamba,tanzania,mtwara,877581
19413,nangomba,tanzania,mtwara,877597
19414,nanganga,tanzania,mtwara,877605
19415,nachingwea,tanzania,lindi,877702
19416,mtwara,tanzania,mtwara,877747
19417,mbinga,tanzania,ruvuma,877998
19418,matiri,tanzania,ruvuma,878041
19419,masasi,tanzania,mtwara,878058
19420,maposeni,tanzania,ruvuma,878073
19421,lukuledi,tanzania,mtwara,878195
19422,luchingu,tanzania,mtwara,878223
19423,lindi,tanzania,lindi,878281
19424,kitama,tanzania,mtwara,878367
19425,kigonsera,tanzania,ruvuma,878400
19426,merelani,tanzania,arusha,6640202
19427,lebedyn,ukraine,sumy,613273
19428,druzhkivka,ukraine,donetsk,616743
19429,vasylivka,ukraine,zaporizhia,686729
19430,zvenyhorodka,ukraine,cherkasy,686803
19431,zuhres,ukraine,donetsk,686818
19432,zolotonosha,ukraine,cherkasy,686875
19433,zolochiv,ukraine,lviv,686896
19434,znomenka,ukraine,kirovohrad,686919
19435,zmiyiv,ukraine,kharkiv,686928
19436,zhytomyr,ukraine,zhytomyr,686967
19437,zhmerynka,ukraine,vinnyts'ka,687116
19438,zhovti vody,ukraine,dnipropetrovsk,687196
19439,zhashkiv,ukraine,cherkasy,687245
19440,zdolbuniv,ukraine,rivne,687432
19441,zaporizhzhya,ukraine,zaporizhia,687700
19442,yuzhne,ukraine,odessa,687997
19443,yevpatoriya,ukraine,crimea,688105
19444,yenakiyeve,ukraine,donetsk,688148
19445,yasynuvata,ukraine,donetsk,688373
19446,yalta,ukraine,crimea,688533
19447,yahotyn,ukraine,kiev,688587
19448,vyshhorod,ukraine,kiev,688723
19449,vynohradiv,ukraine,zakarpattia,688746
19450,voznesensk,ukraine,mykolaiv,688860
19451,volnovakha,ukraine,donetsk,689198
19452,vovchans’k,ukraine,kharkiv,689304
19453,volodymyr-volyns’kyy,ukraine,volyn,689378
19454,vyshneve,ukraine,kiev,689487
19455,vinnytsya,ukraine,vinnyts'ka,689558
19456,vatutine,ukraine,cherkasy,690312
19457,vasylkiv,ukraine,kiev,690412
19458,uzhhorod,ukraine,zakarpattia,690548
19459,uman’,ukraine,cherkasy,690688
19460,tul’chyn,ukraine,vinnyts'ka,691016
19461,tsyurupyns’k,ukraine,kherson,691037
19462,truskavets,ukraine,lviv,691179
19463,torez,ukraine,donetsk,691374
19464,tokmak,ukraine,zaporizhia,691469
19465,ternopil’,ukraine,ternopil,691650
19466,tal’ne,ukraine,cherkasy,691936
19467,syevyerodonets’k,ukraine,luhansk,691999
19468,svitlovods’k,ukraine,kirovohrad,692087
19469,sverdlovs’k,ukraine,luhansk,692105
19470,svatove,ukraine,luhansk,692118
19471,svalyava,ukraine,zakarpattia,692129
19472,sumy,ukraine,sumy,692194
19473,stryi,ukraine,lviv,692372
19474,stebnyk,ukraine,lviv,692632
19475,starokostyantyniv,ukraine,khmelnytskyi,692818
19476,starobil’s’k,ukraine,luhansk,692832
19477,stakhanov,ukraine,luhansk,692975
19478,sokal’,ukraine,lviv,693301
19479,snizhne,ukraine,donetsk,693381
19480,smila,ukraine,cherkasy,693457
19481,sloviansk,ukraine,donetsk,693468
19482,slavuta,ukraine,khmelnytskyi,693581
19483,skvyra,ukraine,kiev,693615
19484,skadovs’k,ukraine,kherson,693709
19485,synel’nykove,ukraine,dnipropetrovsk,693796
19486,simferopol,ukraine,crimea,693805
19487,shpola,ukraine,cherkasy,693920
19488,shostka,ukraine,sumy,693942
19489,shepetivka,ukraine,khmelnytskyi,694216
19490,shakhtars’k,ukraine,donetsk,694382
19491,sevastopol,ukraine,misto sevastopol’,694423
19492,selydove,ukraine,donetsk,694677
19493,sarny,ukraine,rivne,694792
19494,sambir,ukraine,lviv,694864
19495,saky,ukraine,crimea,694910
19496,rubizhne,ukraine,luhansk,695274
19497,rozdil’na,ukraine,odessa,695344
19498,roven’ky,ukraine,luhansk,695379
19499,romny,ukraine,sumy,695464
19500,rivne,ukraine,rivne,695594
19501,reni,ukraine,odessa,695670
19502,radomyshl’,ukraine,zhytomyr,695912
19503,piatykhatky,ukraine,dnipropetrovsk,695965
19504,putyvl’,ukraine,sumy,696008
19505,pryluky,ukraine,chernihiv,696108
19506,popasna,ukraine,luhansk,696566
19507,poltava,ukraine,poltava,696643
19508,polonne,ukraine,khmelnytskyi,696660
19509,polohy,ukraine,zaporizhia,696677
19510,pidhorodne,ukraine,dnipropetrovsk,696943
19511,pyryatyn,ukraine,poltava,697183
19512,pervomays’k,ukraine,luhansk,697592
19513,pervomays’k,ukraine,mykolaiv,697593
19514,pereyaslav-khmel’nyts’kyy,ukraine,kiev,697637
19515,pereval’s’k,ukraine,luhansk,697650
19516,pavlohrad,ukraine,dnipropetrovsk,697889
19517,ovruch,ukraine,zhytomyr,698131
19518,orikhiv,ukraine,zaporizhia,698428
19519,oleksandriya,ukraine,kirovohrad,698625
19520,odessa,ukraine,odessa,698740
19521,ochakiv,ukraine,mykolaiv,698770
19522,obukhiv,ukraine,kiev,698782
19523,novyy buh,ukraine,mykolaiv,698953
19524,novovolyns’k,ukraine,volyn,699035
19525,novoukrayinka,ukraine,kirovohrad,699078
19526,novomoskovs’k,ukraine,dnipropetrovsk,699445
19527,novohrad-volyns’kyy,ukraine,zhytomyr,699553
19528,nova kakhovka,ukraine,kherson,699839
19529,nosivka,ukraine,chernihiv,699917
19530,nizhyn,ukraine,chernihiv,699942
19531,nyzhn’ohirs’kyy,ukraine,crimea,700019
19532,nikopol’,ukraine,dnipropetrovsk,700051
19533,netishyn,ukraine,khmelnytskyi,700261
19534,nadvirna,ukraine,ivano-frankivsk,700507
19535,mykolayiv,ukraine,mykolaiv,700569
19536,mukacheve,ukraine,zakarpattia,700646
19537,molodohvardiys’k,ukraine,luhansk,700829
19538,mohyliv-podil’s’kyy,ukraine,vinnyts'ka,700918
19539,miskhor,ukraine,crimea,700997
19540,myrhorod,ukraine,poltava,701075
19541,merefa,ukraine,kharkiv,701347
19542,melitopol’,ukraine,zaporizhia,701404
19543,mariupol,ukraine,donetsk,701822
19544,marhanets’,ukraine,dnipropetrovsk,701855
19545,malyn,ukraine,zhytomyr,702116
19546,makiyivka,ukraine,donetsk,702320
19547,lyubotyn,ukraine,kharkiv,702417
19548,lviv,ukraine,lviv,702550
19549,lutuhyne,ukraine,luhansk,702563
19550,luts’k,ukraine,volyn,702569
19551,luhansk,ukraine,luhansk,702658
19552,lubny,ukraine,poltava,702723
19553,lozova,ukraine,kharkiv,702760
19554,lysychans’k,ukraine,luhansk,702972
19555,ladyzhyn,ukraine,vinnyts'ka,703428
19556,kiev,ukraine,kyiv city,703448
19557,kuznetsovs’k,ukraine,rivne,703464
19558,kurakhovo,ukraine,donetsk,703646
19559,kupjansk,ukraine,kharkiv,703656
19560,kryvyi rih,ukraine,dnipropetrovsk,703845
19561,krolevets’,ukraine,sumy,704000
19562,kreminna,ukraine,luhansk,704138
19563,kremenets’,ukraine,ternopil,704143
19564,kremenchuk,ukraine,poltava,704147
19565,krasnyy luch,ukraine,luhansk,704202
19566,krasnyy lyman,ukraine,donetsk,704204
19567,krasnoperekops’k,ukraine,crimea,704362
19568,krasnohrad,ukraine,kharkiv,704388
19569,krasnodon,ukraine,luhansk,704403
19570,krasnoarmiys’k,ukraine,donetsk,704422
19571,krasyliv,ukraine,khmelnytskyi,704492
19572,kramators’k,ukraine,donetsk,704508
19573,kivsharivka,ukraine,kharkiv,704608
19574,kovel’,ukraine,volyn,704617
19575,kotovs’k,ukraine,odessa,704679
19576,kostopil’,ukraine,rivne,704737
19577,korsun’-shevchenkivs’kyy,ukraine,cherkasy,704858
19578,korostyshiv,ukraine,zhytomyr,704885
19579,korosten’,ukraine,zhytomyr,704901
19580,kostyantynivka,ukraine,donetsk,705104
19581,konotop,ukraine,sumy,705135
19582,komsomol’s’ke,ukraine,kharkiv,705183
19583,kolomyya,ukraine,ivano-frankivsk,705392
19584,kivertsi,ukraine,volyn,705730
19585,kirovs’k,ukraine,luhansk,705809
19586,kirovohrad,ukraine,kirovohrad,705812
19587,kiliya,ukraine,odessa,705883
19588,khust,ukraine,zakarpattia,706165
19589,khmel’nyts’kyy,ukraine,khmelnytskyi,706369
19590,khmil’nyk,ukraine,vinnyts'ka,706380
19591,kherson,ukraine,kherson,706448
19592,khartsyz’k,ukraine,donetsk,706466
19593,kharkiv,ukraine,kharkiv,706483
19594,kerch,ukraine,crimea,706524
19595,kozyatyn,ukraine,vinnyts'ka,706571
19596,karlivka,ukraine,poltava,706749
19597,kaniv,ukraine,cherkasy,706900
19598,kamieniec podolski,ukraine,khmelnytskyi,706950
19599,kalush,ukraine,ivano-frankivsk,707099
19600,kalynivka,ukraine,vinnyts'ka,707155
19601,kakhovka,ukraine,kherson,707244
19602,izyum,ukraine,kharkiv,707292
19603,izyaslav,ukraine,khmelnytskyi,707296
19604,izmayil,ukraine,odessa,707308
19605,ivano-frankivs’k,ukraine,ivano-frankivsk,707471
19606,irpin,ukraine,kiev,707565
19607,ilovays’k,ukraine,donetsk,707679
19608,illichivs’k,ukraine,odessa,707688
19609,horodok,ukraine,khmelnytskyi,707752
19610,horlivka,ukraine,donetsk,707753
19611,hlukhiv,ukraine,sumy,707758
19612,hulyaypole,ukraine,zaporizhia,707898
19613,horodok,ukraine,lviv,708313
19614,horodyshche,ukraine,cherkasy,708366
19615,hola prystan’,ukraine,kherson,708632
19616,heniches’k,ukraine,kherson,708878
19617,hayvoron,ukraine,kirovohrad,708898
19618,haysyn,ukraine,vinnyts'ka,708901
19619,hadyach,ukraine,poltava,709054
19620,feodosiya,ukraine,crimea,709161
19621,fastiv,ukraine,kiev,709248
19622,energodar,ukraine,zaporizhia,709276
19623,dzhankoy,ukraine,crimea,709334
19624,dzerzhyns’k,ukraine,donetsk,709354
19625,dunaivtsi,ukraine,khmelnytskyi,709429
19626,dubno,ukraine,rivne,709540
19627,drohobych,ukraine,lviv,709611
19628,donetsk,ukraine,donetsk,709717
19629,dolyna,ukraine,ivano-frankivsk,709755
19630,dolyns'ka,ukraine,kirovohrad,709782
19631,dokuchayevs’k,ukraine,donetsk,709835
19632,dobropillya,ukraine,donetsk,709900
19633,dnipropetrovsk,ukraine,dnipropetrovsk,709930
19634,dniprodzerzhyns’k,ukraine,dnipropetrovsk,709932
19635,dniprorudne,ukraine,zaporizhia,709960
19636,dymytrov,ukraine,donetsk,710035
19637,derhachi,ukraine,kharkiv,710098
19638,debal’tseve,ukraine,donetsk,710229
19639,chuhuyiv,ukraine,kharkiv,710374
19640,chortkiv,ukraine,ternopil,710400
19641,chervonopartyzans’k,ukraine,luhansk,710548
19642,chervonohrad,ukraine,lviv,710554
19643,chernivtsi,ukraine,chernivtsi,710719
19644,chernihiv,ukraine,chernihiv,710735
19645,cherkasy,ukraine,cherkasy,710791
19646,bucha,ukraine,kiev,711350
19647,bryanka,ukraine,luhansk,711369
19648,brovary,ukraine,kiev,711390
19649,brody,ukraine,lviv,711416
19650,boyarka,ukraine,kiev,711515
19651,boryspil’,ukraine,kiev,711660
19652,boryslav,ukraine,lviv,711669
19653,bolhrad,ukraine,odessa,711841
19654,bohuslav,ukraine,kiev,711867
19655,bohodukhiv,ukraine,kharkiv,711894
19656,bilhorod-dnistrovs’kyy,ukraine,odessa,712160
19657,bila tserkva,ukraine,kiev,712165
19658,бережани,ukraine,ternopil,712374
19659,berehove,ukraine,zakarpattia,712423
19660,berdychiv,ukraine,zhytomyr,712441
19661,berdyans’k,ukraine,zaporizhia,712451
19662,bilopillya,ukraine,sumy,712559
19663,bilohirs’k,ukraine,crimea,712587
19664,bar,ukraine,vinnyts'ka,712861
19665,balta,ukraine,odessa,712886
19666,balakliya,ukraine,kharkiv,712926
19667,balaklava,ukraine,misto sevastopol’,712930
19668,bakhmach,ukraine,chernihiv,712967
19669,bakhchysaray,ukraine,crimea,712969
19670,avdiyivka,ukraine,donetsk,713122
19671,artsyz,ukraine,odessa,713163
19672,artemivs’k,ukraine,donetsk,713174
19673,armyans’k,ukraine,crimea,713203
19674,apostolove,ukraine,dnipropetrovsk,713245
19675,antratsyt,ukraine,luhansk,713259
19676,amvrosiyivka,ukraine,donetsk,713504
19677,alushta,ukraine,crimea,713513
19678,alchevs’k,ukraine,luhansk,713716
19679,okhtyrka,ukraine,sumy,713749
19680,komsomolsk,ukraine,poltava,6559559
